timestamp,Occupancy,power
00:41:54,1,20.3
00:42:24,1,20.2
00:42:54,1,20.2
00:43:24,1,20.2
00:43:54,1,20.1
00:44:24,1,20.2
00:44:54,1,20.2
00:45:24,1,20.1
00:45:54,1,20.5
00:46:24,1,20.2
00:46:54,1,20.3
00:47:24,1,20.2
00:47:54,1,20.1
00:48:24,1,20.1
00:48:54,1,20.1
00:49:24,1,20.2
00:49:54,1,20.1
00:50:24,1,20
00:50:54,1,20.2
00:51:24,1,20.3
00:51:54,1,20.1
00:52:24,1,20.2
00:52:54,1,20.4
00:53:24,1,20.1
00:53:54,1,20.2
00:54:24,1,20.2
00:54:54,1,19.7
00:55:24,1,19.7
00:55:54,1,19.8
00:56:24,1,20.3
00:56:54,1,20.4
00:57:24,1,20.4
00:57:54,1,20.3
00:58:24,1,20.4
00:58:54,1,20.3
00:59:24,1,20.4
00:59:54,1,20.4
01:00:24,1,20.3
01:00:54,1,20.4
01:01:24,1,20.2
01:01:54,1,20.6
01:02:24,1,20.4
01:02:54,1,20.5
01:03:24,1,20.4
01:03:54,1,20.3
01:04:24,1,20.4
01:04:54,1,20.4
01:05:24,1,20.2
01:05:54,1,20.3
01:06:24,1,20.4
01:06:54,1,20.4
01:07:24,1,20.3
01:07:54,1,20.4
01:08:24,1,20.3
01:08:54,1,20.3
01:09:24,1,20.3
01:09:54,1,19.4
01:10:24,1,19.6
01:10:54,1,19.7
01:11:24,1,20.3
01:11:54,1,20.3
01:12:24,1,20.3
01:12:54,1,20.1
01:13:24,1,20.4
01:13:54,1,20.2
01:14:24,1,20.3
01:14:54,1,20.2
01:15:24,1,20.2
01:15:54,1,20.2
01:16:24,1,20.1
01:16:54,1,20.2
01:17:24,1,20.2
01:17:54,1,20.2
01:18:24,1,20.3
01:18:54,1,20.3
01:19:24,1,20.2
01:19:54,1,20.3
01:20:24,1,20.3
01:20:54,1,20.2
01:21:24,1,20.3
01:21:54,1,20.2
01:22:24,1,20.2
01:22:54,1,20.2
01:23:24,1,20.1
01:23:54,1,20.2
01:24:24,1,20.4
01:24:54,1,19.5
01:25:24,1,20
01:25:54,1,20
01:26:24,1,20.5
01:26:54,1,20.4
01:27:24,1,20.5
01:27:54,1,20.4
01:28:24,1,20.8
01:28:54,1,20.5
01:29:24,1,20.6
01:29:54,1,20.6
01:30:24,1,20.5
01:30:54,1,20.6
01:31:24,1,20.5
01:31:54,1,20.7
01:32:24,1,20.5
01:32:54,1,20.5
01:33:24,1,20.6
01:33:54,1,20.7
01:34:24,1,20.5
01:34:54,1,20.6
01:35:24,1,20.6
01:35:54,1,20.4
01:36:24,1,20.5
01:36:54,1,20.7
01:37:24,1,20.9
01:37:54,1,20.6
01:38:24,1,20.5
01:38:54,1,20.4
01:39:24,1,20.4
01:39:54,1,19.6
01:40:24,1,20
01:40:54,1,20
01:41:24,1,20.7
01:41:54,1,20.6
01:42:24,1,20.7
01:42:54,1,20.6
01:43:24,1,20.6
01:43:54,1,20.6
01:44:24,1,20.5
01:44:54,1,20.6
01:45:24,1,20.6
01:45:54,1,20.7
01:46:24,1,20.5
01:46:54,1,20.6
01:47:24,1,20.6
01:47:54,1,20.5
01:48:24,1,20.6
01:48:54,1,20.6
01:49:24,1,20.6
01:49:54,1,20.7
01:50:24,1,20.6
01:50:54,1,20.5
01:51:24,1,20.4
01:51:54,1,20.6
01:52:24,1,20.7
01:52:54,1,20.6
01:53:24,1,20.5
01:53:54,1,20.8
01:54:24,1,20.5
01:54:54,1,19.6
01:55:24,1,20
01:55:54,1,20.1
01:56:24,1,20.6
01:56:54,1,20.7
01:57:24,1,20.5
01:57:54,1,20.6
01:58:24,1,20.5
01:58:54,1,20.6
01:59:24,1,20.7
01:59:54,1,20.8
02:00:24,1,20.7
02:00:54,1,20.7
02:01:24,1,20.6
02:01:54,1,20.6
02:02:24,1,20.6
02:02:54,1,20.7
02:03:24,1,20.7
02:03:54,1,20.9
02:04:24,1,20.7
02:04:54,1,20.8
02:05:24,1,20.9
02:05:54,1,20.6
02:06:24,1,20.7
02:06:54,1,20.6
02:07:24,1,20.8
02:07:54,1,20.7
02:08:24,1,21
02:08:54,1,20.5
02:09:24,1,20.6
02:09:54,1,19.8
02:10:24,1,19.7
02:10:54,1,19.8
02:11:24,1,20.3
02:11:54,1,20.4
02:12:24,1,20.4
02:12:54,1,20.5
02:13:24,1,20.6
02:13:54,1,20.4
02:14:24,1,21.6
02:14:54,1,21.5
02:15:24,1,21
02:15:54,1,20.8
02:16:24,1,21.1
02:16:54,1,20.9
02:17:24,1,21
02:17:54,1,21
02:18:24,1,20.8
02:18:54,1,21
02:19:24,1,20.8
02:19:54,1,21.1
02:20:24,1,20.7
02:20:54,1,21
02:21:24,1,20.9
02:21:54,1,20.8
02:22:24,1,20.9
02:22:54,1,20.8
02:23:24,1,21
02:23:54,1,20.9
02:24:24,1,21
02:24:54,1,20.4
02:25:24,1,19.9
02:25:54,1,19.9
02:26:24,1,20.4
02:26:54,1,20.3
02:27:24,1,20.5
02:27:54,1,20.5
02:28:24,1,20.4
02:28:54,1,20.4
02:29:24,1,20.4
02:29:54,1,20.4
02:30:24,1,20.5
02:30:54,1,20.5
02:31:24,1,20.6
02:31:54,1,20.6
02:32:24,1,20.5
02:32:54,1,20.5
02:33:24,1,20.5
02:33:54,1,20.6
02:34:24,1,20.5
02:34:54,1,20.6
02:35:24,1,20.4
02:35:54,1,20.5
02:36:24,1,20.7
02:36:54,1,20.4
02:37:24,1,20.4
02:37:54,1,20.7
02:38:24,1,20.4
02:38:54,1,20.3
02:39:24,1,20.3
02:39:54,1,19.9
02:40:24,1,19.8
02:40:54,1,19.9
02:41:24,1,20.5
02:41:54,1,20.5
02:42:24,1,20.8
02:42:54,1,20.7
02:43:24,1,20.4
02:43:54,1,20.5
02:44:24,1,20.4
02:44:54,1,20.3
02:45:24,1,20.4
02:45:54,1,20.5
02:46:24,1,20.4
02:46:54,1,20.5
02:47:24,1,20.4
02:47:54,1,20.5
02:48:24,1,20.4
02:48:54,1,20.5
02:49:24,1,20.6
02:49:54,1,20.5
02:50:24,1,20.4
02:50:54,1,20.5
02:51:24,1,20.6
02:51:54,1,20.4
02:52:24,1,20.4
02:52:54,1,20.4
02:53:24,1,20.5
02:53:54,1,20.4
02:54:24,1,20.6
02:54:54,1,19.9
02:55:24,1,19.8
02:55:54,1,20
02:56:24,1,20.8
02:56:54,1,20.7
02:57:24,1,20.5
02:57:54,1,20.7
02:58:24,1,20.8
02:58:54,1,20.4
02:59:24,1,20.5
02:59:54,1,20.4
03:00:24,1,20.4
03:00:54,1,20.4
03:01:24,1,20.6
03:01:54,1,20.5
03:02:24,1,20.6
03:02:54,1,20.5
03:03:24,1,20.5
03:03:54,1,20.5
03:04:24,1,20.6
03:04:54,1,20.7
03:05:24,1,20.8
03:05:54,1,20.5
03:06:24,1,20.5
03:06:54,1,21
03:07:24,1,20.6
03:07:54,1,20.6
03:08:24,1,20.5
03:08:54,1,20.4
03:09:24,1,20.9
03:09:54,1,20
03:10:24,1,19.6
03:10:54,1,19.6
03:11:24,1,20.2
03:11:54,1,20.3
03:12:24,1,20.6
03:12:54,1,20.4
03:13:24,1,20.6
03:13:54,1,20.7
03:14:24,1,20.5
03:14:54,1,20.4
03:15:24,1,20.4
03:15:54,1,20.7
03:16:24,1,20.8
03:16:54,1,20.6
03:17:24,1,20.5
03:17:54,1,20.5
03:18:24,1,20.5
03:18:54,1,20.3
03:19:24,1,20.4
03:19:54,1,20.5
03:20:24,1,20.6
03:20:54,1,20.4
03:21:24,1,20.4
03:21:54,1,20.4
03:22:24,1,20.5
03:22:54,1,20.6
03:23:24,1,20.8
03:23:54,1,20.5
03:24:24,1,20.5
03:24:54,1,20.3
03:25:24,1,19.9
03:25:54,1,19.2
03:26:24,1,20.2
03:26:54,1,20.1
03:27:24,1,20.1
03:27:54,1,20.3
03:28:24,1,20.4
03:28:54,1,20.2
03:29:24,1,20.5
03:29:54,1,20.7
03:30:24,1,20.8
03:30:54,1,20.7
03:31:24,1,20.8
03:31:54,1,20.7
03:32:24,1,20.5
03:32:54,1,20.4
03:33:24,1,20.6
03:33:54,1,20.9
03:34:24,1,20.8
03:34:54,1,20.6
03:35:24,1,20.8
03:35:54,1,21.3
03:36:24,1,20.5
03:36:54,1,20.7
03:37:24,1,20.7
03:37:54,1,20.7
03:38:24,1,20.9
03:38:54,1,20.5
03:39:24,1,20.5
03:39:54,1,20.1
03:40:24,1,19.8
03:40:54,1,19.9
03:41:24,1,20.7
03:41:54,1,20.5
03:42:24,1,20.4
03:42:54,1,20.4
03:43:24,1,20.9
03:43:54,1,20.5
03:44:24,1,20.1
03:44:54,1,20.1
03:45:24,1,20.1
03:45:54,1,20.1
03:46:24,1,20.1
03:46:54,1,20
03:47:24,1,20.1
03:47:54,1,20.1
03:48:24,1,20.2
03:48:54,1,20.1
03:49:24,1,20.1
03:49:54,1,20.1
03:50:24,1,20.1
03:50:54,1,20.1
03:51:24,1,20.1
03:51:54,1,20.1
03:52:24,1,20
03:52:54,1,20.1
03:53:24,1,20.1
03:53:54,1,20
03:54:24,1,20.1
03:54:54,1,19.8
03:55:24,1,19.6
03:55:54,1,19.1
03:56:24,1,20.1
03:56:54,1,20.2
03:57:24,1,20.1
03:57:54,1,20.2
03:58:24,1,20.1
03:58:54,1,20.2
03:59:24,1,20.2
03:59:54,1,20.2
04:00:24,1,20.1
04:00:54,1,20.2
04:01:24,1,20.3
04:01:54,1,20.1
04:02:24,1,20.1
04:02:54,1,20.1
04:03:24,1,20.2
04:03:54,1,20.1
04:04:24,1,20.1
04:04:54,1,20.1
04:05:24,1,20.2
04:05:54,1,20.2
04:06:24,1,20.1
04:06:54,1,20.2
04:07:24,1,20.2
04:07:54,1,20.2
04:08:24,1,20.1
04:08:54,1,20
04:09:24,1,20.1
04:09:54,1,19.9
04:10:24,1,20.5
04:10:54,1,20.3
04:11:24,1,20.5
04:11:54,1,20.8
04:12:24,1,20.7
04:12:54,1,20.6
04:13:24,1,21
04:13:54,1,20.6
04:14:24,1,20.8
04:14:54,1,20.5
04:15:24,1,20.7
04:15:54,1,20.6
04:16:24,1,20.7
04:16:54,1,20.6
04:17:24,1,20.6
04:17:54,1,20.7
04:18:24,1,20.5
04:18:54,1,20.8
04:19:24,1,20.6
04:19:54,1,20.7
04:20:24,1,20.7
04:20:54,1,20.7
04:21:24,1,20
04:21:54,1,20
04:22:24,1,20.2
04:22:54,1,20
04:23:24,1,20.1
04:23:54,1,20.2
04:24:24,1,20
04:24:54,1,19.4
04:25:24,1,19.4
04:25:54,1,19.4
04:26:24,1,20
04:26:54,1,20
04:27:24,1,20.1
04:27:54,1,20
04:28:24,1,20
04:28:54,1,20
04:29:24,1,20.1
04:29:54,1,20.1
04:30:24,1,20.2
04:30:54,1,20.1
04:31:24,1,20.1
04:31:54,1,20.3
04:32:24,1,20.2
04:32:54,1,20.2
04:33:24,1,20.2
04:33:54,1,20.2
04:34:24,1,20.3
04:34:54,1,20.2
04:35:24,1,20.3
04:35:54,1,20.5
04:36:24,1,20.4
04:36:54,1,20.1
04:37:24,1,20.2
04:37:54,1,20.1
04:38:24,1,20.5
04:38:54,1,20.2
04:39:24,1,20
04:39:54,1,20
04:40:24,1,19.7
04:40:54,1,19.6
04:41:24,1,20
04:41:54,1,20
04:42:24,1,20.2
04:42:54,1,20
04:43:24,1,20
04:43:54,1,20
04:44:24,1,20
04:44:55,1,20.1
04:45:24,1,20
04:45:54,1,20.1
04:46:24,1,20
04:46:54,1,20.1
04:47:24,1,20.1
04:47:54,1,20
04:48:24,1,20
04:48:55,1,20
04:49:24,1,20
04:49:54,1,20
04:50:24,1,20
04:50:54,1,20
04:51:24,1,19.9
04:51:55,1,20
04:52:25,1,20
04:52:54,1,19.9
04:53:25,1,20
04:53:55,1,20
04:54:25,1,20.1
04:54:54,1,19.5
04:55:25,1,19.4
04:55:55,1,19.7
04:56:25,1,20
04:56:55,1,20.1
04:57:25,1,20.2
04:57:55,1,20.1
04:58:25,1,20.3
04:58:55,1,20.1
04:59:25,1,20.1
04:59:55,1,20.1
05:00:25,1,20.2
05:00:55,1,20.1
05:01:25,1,20.2
05:01:55,1,20.1
05:02:25,1,20.2
05:02:55,1,20.1
05:03:25,1,20.1
05:03:55,1,20.1
05:04:24,1,20.2
05:04:55,1,20.1
05:05:25,1,20.1
05:05:55,1,20.1
05:06:25,1,20.1
05:06:55,1,20.1
05:07:25,1,20.1
05:07:55,1,20.1
05:08:25,1,20.1
05:08:55,1,20
05:09:25,1,19.9
05:09:55,1,20
05:10:25,1,19.6
05:10:55,1,19.8
05:11:25,1,20.1
05:11:55,1,20.1
05:12:25,1,20
05:12:55,1,20
05:13:25,1,20.1
05:13:55,1,20
05:14:25,1,20
05:14:55,1,20.1
05:15:25,1,20.1
05:15:55,1,20.1
05:16:25,1,20
05:16:55,1,20
05:17:25,1,20.2
05:17:55,1,20.1
05:18:25,1,20
05:18:55,1,20.1
05:19:25,1,20.2
05:19:55,1,20.1
05:20:25,1,20.1
05:20:55,1,20
05:21:25,1,20
05:21:55,1,20
05:22:25,1,20
05:22:55,1,20.1
05:23:25,1,20.3
05:23:55,1,20
05:24:25,1,20
05:24:55,1,19.6
05:25:25,1,19.5
05:25:55,1,20.1
05:26:25,1,20.1
05:26:55,1,20.1
05:27:25,1,20.1
05:27:55,1,20.2
05:28:25,1,20.2
05:28:55,1,20
05:29:25,1,20.1
05:29:55,1,20.1
05:30:25,1,20.2
05:30:55,1,20
05:31:25,1,20.2
05:31:55,1,20.2
05:32:25,1,20.1
05:32:55,1,20.2
05:33:25,1,20
05:33:55,1,20
05:34:25,1,20
05:34:55,1,20
05:35:25,1,20
05:35:55,1,20.1
05:36:25,1,20
05:36:55,1,19.9
05:37:25,1,20
05:37:55,1,19.9
05:38:25,1,20
05:38:55,1,20
05:39:25,1,19.9
05:39:55,1,19.4
05:40:25,1,19.5
05:40:55,1,19.8
05:41:25,1,20
05:41:55,1,20
05:42:25,1,19.9
05:42:55,1,20
05:43:25,1,19.9
05:43:55,1,20
05:44:25,1,20.2
05:44:55,1,20.1
05:45:25,1,20.1
05:45:55,1,20
05:46:25,1,20
05:46:55,1,20
05:47:25,1,20.1
05:47:55,1,20.1
05:48:25,1,20
05:48:55,1,20
05:49:25,1,20.1
05:49:55,1,20.1
05:50:25,1,20.2
05:50:55,1,20
05:51:25,1,20.1
05:51:55,1,20
05:52:25,1,20
05:52:55,1,20.1
05:53:25,1,20
05:53:55,1,20.3
05:54:25,1,20.1
05:54:55,1,19.5
05:55:25,1,19.5
05:55:55,1,20
05:56:25,1,20
05:56:55,1,20.1
05:57:25,1,20.1
05:57:55,1,20
05:58:25,1,20.1
05:58:55,1,20
05:59:25,1,20
05:59:55,1,20
06:00:25,1,20.1
06:00:55,1,20
06:01:25,1,20.1
06:01:55,1,20.1
06:02:25,1,20.1
06:02:55,1,20.2
06:03:25,1,20
06:03:55,1,20
06:04:25,1,20.1
06:04:55,1,20
06:05:25,1,20.4
06:05:55,1,20.3
06:06:25,1,20.2
06:06:55,1,21.2
06:07:25,1,21.2
06:07:55,1,20.7
06:08:25,1,20.7
06:08:55,1,20.8
06:09:25,1,20.6
06:09:55,1,20.2
06:10:25,1,20
06:10:55,1,20.6
06:11:25,1,20.9
06:11:55,1,20.9
06:12:25,1,20.8
06:12:55,1,20.6
06:13:25,1,20.8
06:13:55,1,20.5
06:14:25,1,20.8
06:14:55,1,20.6
06:15:25,1,20.8
06:15:55,1,20.7
06:16:25,1,20.7
06:16:55,1,20.9
06:17:25,1,20.6
06:17:55,1,20.1
06:18:25,1,20
06:18:55,1,20.1
06:19:25,1,20.2
06:19:55,1,20
06:20:25,1,20
06:20:55,1,20
06:21:25,1,20
06:21:55,1,20
06:22:25,1,20.1
06:22:55,1,20
06:23:25,1,20
06:23:55,1,20.1
06:24:25,1,20
06:24:55,1,19.4
06:25:25,1,19.5
06:25:55,1,19.9
06:26:25,1,20
06:26:55,1,20
06:27:25,1,20.3
06:27:55,1,20
06:28:25,1,20
06:28:55,1,20.1
06:29:25,1,20.1
06:29:55,1,20.1
06:30:25,1,20.1
06:30:55,1,20.2
06:31:25,1,20.2
06:31:55,1,20.3
06:32:25,1,20.1
06:32:55,1,20.2
06:33:25,1,20.2
06:33:55,1,20.1
06:34:25,1,20.1
06:34:55,1,20.1
06:35:25,1,20.2
06:35:55,1,20.1
06:36:25,1,20.1
06:36:55,1,20.1
06:37:25,1,20.1
06:37:55,1,20.1
06:38:25,1,20.2
06:38:55,1,20.1
06:39:25,1,20
06:39:55,1,19.5
06:40:25,1,19.5
06:40:55,1,20.1
06:41:25,1,20.1
06:41:55,1,20.1
06:42:25,1,20.1
06:42:55,1,20.1
06:43:25,1,20.1
06:43:55,1,20.1
06:44:25,1,20.1
06:44:55,1,20.1
06:45:25,1,20.1
06:45:55,1,20.1
06:46:25,1,20.1
06:46:55,1,20
06:47:25,1,20.1
06:47:55,1,20
06:48:25,1,20.1
06:48:55,1,20
06:49:25,1,20.1
06:49:55,1,20.1
06:50:25,1,20.1
06:50:55,1,20.1
06:51:25,1,20.1
06:51:55,1,20.1
06:52:25,1,20.1
06:52:55,1,20
06:53:25,1,20.1
06:53:55,1,20.1
06:54:25,1,20
06:54:55,1,19.4
06:55:25,1,19.4
06:55:55,1,19.9
06:56:25,1,20
06:56:55,1,20.1
06:57:25,1,20
06:57:55,1,20
06:58:25,1,20.1
06:58:55,1,20.3
06:59:25,1,20.1
06:59:55,1,20.1
07:00:25,1,20.1
07:00:55,1,20.1
07:01:25,1,20.1
07:01:55,1,20.1
07:02:25,1,20.1
07:02:55,1,20.1
07:03:25,1,20.3
07:03:55,1,20.2
07:04:25,1,20.1
07:04:55,1,20.1
07:05:25,1,20.1
07:05:55,1,20.2
07:06:25,1,20.1
07:06:55,1,20.2
07:07:25,1,20.2
07:07:55,1,20.4
07:08:25,1,20.1
07:08:55,1,20
07:09:25,1,20.1
07:09:55,1,19.5
07:10:25,1,19.4
07:10:55,1,20
07:11:25,1,20.1
07:11:55,1,20.1
07:12:25,1,20.1
07:12:55,1,20.3
07:13:25,1,20.1
07:13:55,1,20.1
07:14:25,1,20
07:14:55,1,19.9
07:15:25,1,20.1
07:15:55,1,20.4
07:16:25,1,20
07:16:55,1,20
07:17:25,1,20.1
07:17:55,1,20
07:18:25,1,20.1
07:18:55,1,20.1
07:19:25,1,20
07:19:55,1,20.2
07:20:25,1,20.1
07:20:55,1,20
07:21:25,1,20
07:21:55,1,20
07:22:25,1,20
07:22:55,1,20
07:23:25,1,20
07:23:55,1,20.1
07:24:25,1,20.1
07:24:55,1,19.4
07:25:25,1,19.4
07:25:55,1,20
07:26:25,1,20
07:26:55,1,20.1
07:27:25,1,20
07:27:55,1,20
07:28:25,1,20
07:28:55,1,20
07:29:25,1,20.1
07:29:55,1,20.1
07:30:25,1,20.1
07:30:55,1,20
07:31:25,1,20.1
07:31:55,1,20.1
07:32:25,1,20
07:32:55,1,20
07:33:25,1,20
07:33:55,1,20.1
07:34:25,1,20.1
07:34:55,1,20.1
07:35:25,1,20.1
07:35:55,1,20
07:36:25,1,20.1
07:36:55,1,20.1
07:37:25,1,20.1
07:37:55,1,20.1
